Date Time,Humidity,Rain,Photo Resistor Value,Photo Resistor LED,Revolution,RPM,Wind Speed KPH,Wind Degree,Wind Direction,CO2 Level,Temperature,Air Pressure
2022-01-10 11:19:24,90.7,566.0,857.0, LED OFF ,1.0,20.0,1.15,180.0,S,741.0,6.8,101431.53
2022-01-10 11:19:30,90.7,562.0,857.0, LED OFF ,0.0,0.0,0.0,180.0,S,741.0,6.9,101430.98
2022-01-10 11:19:36,90.8,558.0,857.0, LED OFF ,0.0,0.0,0.0,180.0,S,745.0,6.9,101432.07
2022-01-10 11:19:42,90.7,558.0,858.0, LED OFF ,1.0,20.0,1.15,180.0,S,741.0,6.8,101431.8
2022-01-10 11:19:48,90.8,560.0,857.0, LED OFF ,0.0,0.0,0.0,180.0,S,745.0,6.9,101431.91
2022-01-10 11:19:54,90.8,564.0,859.0, LED OFF ,0.0,0.0,0.0,180.0,S,741.0,6.9,101432.73
2022-01-10 11:20:00,90.8,567.0,859.0, LED OFF ,0.0,0.0,0.0,180.0,S,745.0,6.8,101432.96
2022-01-10 11:20:06,90.8,566.0,859.0, LED OFF ,0.0,0.0,0.0,180.0,S,745.0,6.9,101432.96
2022-01-10 11:20:12,90.8,568.0,858.0, LED OFF ,0.0,0.0,0.0,180.0,S,745.0,6.9,101433.32
2022-01-10 11:20:18,90.8,567.0,859.0, LED OFF ,0.0,0.0,0.0,180.0,S,750.0,6.8,101433.0
2022-01-10 11:20:24,90.9,568.0,859.0, LED OFF ,0.0,0.0,0.0,180.0,S,745.0,6.9,101432.41
2022-01-10 11:20:30,90.9,558.0,858.0, LED OFF ,0.0,0.0,0.0,180.0,S,741.0,6.9,101432.17
2022-01-10 11:20:36,90.8,562.0,858.0, LED OFF ,0.0,0.0,0.0,180.0,S,741.0,6.9,101431.19
2022-01-10 11:20:42,90.8,563.0,859.0, LED OFF ,0.0,0.0,0.0,180.0,S,741.0,6.9,101430.92
2022-01-10 11:20:48,90.8,564.0,859.0, LED OFF ,0.0,0.0,0.0,180.0,S,741.0,6.9,101431.41
2022-01-10 11:20:54,90.7,568.0,859.0, LED OFF ,0.0,0.0,0.0,180.0,S,745.0,6.9,101430.32
2022-01-10 11:21:00,90.7,566.0,858.0, LED OFF ,0.0,0.0,0.0,180.0,S,745.0,6.9,101430.49
2022-01-10 11:21:06,90.7,565.0,859.0, LED OFF ,0.0,0.0,0.0,180.0,S,745.0,6.9,101431.32
2022-01-10 11:21:12,90.7,565.0,859.0, LED OFF ,0.0,0.0,0.0,180.0,S,745.0,6.9,101431.09
2022-01-10 11:21:18,90.8,565.0,858.0, LED OFF ,0.0,0.0,0.0,180.0,S,745.0,6.9,101431.36
2022-01-10 11:21:24,90.8,566.0,859.0, LED OFF ,0.0,0.0,0.0,180.0,S,745.0,6.9,101431.2
2022-01-10 11:21:30,90.8,573.0,859.0, LED OFF ,0.0,0.0,0.0,180.0,S,745.0,6.9,101431.21
2022-01-10 11:21:36,90.8,570.0,859.0, LED OFF ,0.0,0.0,0.0,180.0,S,745.0,6.9,101431.73
2022-01-10 11:21:42,90.8,569.0,859.0, LED OFF ,0.0,0.0,0.0,180.0,S,745.0,6.9,101431.63
2022-01-10 11:21:48,90.9,567.0,859.0, LED OFF ,0.0,0.0,0.0,180.0,S,745.0,6.9,101432.55
2022-01-10 11:21:54,90.9,569.0,860.0, LED OFF ,0.0,0.0,0.0,180.0,S,745.0,6.9,101432.49
2022-01-10 11:22:00,90.9,568.0,860.0, LED OFF ,0.0,0.0,0.0,180.0,S,745.0,6.9,101432.56
2022-01-10 11:22:06,90.9,569.0,860.0, LED OFF ,0.0,0.0,0.0,180.0,S,750.0,6.9,101432.89
2022-01-10 11:22:12,91.0,569.0,860.0, LED OFF ,0.0,0.0,0.0,180.0,S,745.0,6.9,101432.33
2022-01-10 11:22:18,91.0,569.0,860.0, LED OFF ,0.0,0.0,0.0,180.0,S,745.0,6.9,101432.6
2022-01-10 11:22:24,91.0,574.0,860.0, LED OFF ,0.0,0.0,0.0,180.0,S,745.0,6.9,101432.6
2022-01-10 11:22:30,91.0,575.0,861.0, LED OFF ,0.0,0.0,0.0,180.0,S,745.0,6.9,101432.83
2022-01-10 11:22:36,90.9,574.0,860.0, LED OFF ,0.0,0.0,0.0,180.0,S,745.0,6.9,101432.43
2022-01-10 11:22:42,90.9,577.0,861.0, LED OFF ,0.0,0.0,0.0,180.0,S,745.0,6.9,101432.34
2022-01-10 11:22:48,90.9,580.0,861.0, LED OFF ,0.0,0.0,0.0,180.0,S,745.0,6.9,101432.44
2022-01-10 11:22:54,90.9,580.0,863.0, LED OFF ,0.0,0.0,0.0,180.0,S,745.0,6.9,101432.28
2022-01-10 11:23:00,90.9,584.0,863.0, LED OFF ,0.0,0.0,0.0,180.0,S,745.0,6.9,101431.29
2022-01-10 11:23:06,90.9,582.0,862.0, LED OFF ,0.0,0.0,0.0,180.0,S,745.0,6.9,101431.07
2022-01-10 11:23:12,90.9,583.0,862.0, LED OFF ,0.0,0.0,0.0,180.0,S,745.0,6.9,101431.39
2022-01-10 11:23:18,90.9,581.0,862.0, LED OFF ,0.0,0.0,0.0,180.0,S,745.0,6.9,101431.96
2022-01-10 11:23:24,90.9,581.0,863.0, LED OFF ,0.0,0.0,0.0,180.0,S,745.0,6.9,101431.72
2022-01-10 11:23:30,90.9,581.0,864.0, LED OFF ,0.0,0.0,0.0,180.0,S,745.0,6.9,101432.05
2022-01-10 11:23:36,90.8,583.0,863.0, LED OFF ,0.0,0.0,0.0,180.0,S,741.0,6.9,101431.89
2022-01-10 11:23:42,90.8,587.0,864.0, LED OFF ,1.0,20.0,1.15,180.0,S,741.0,6.9,101431.61
2022-01-10 11:23:48,90.8,584.0,864.0, LED OFF ,0.0,0.0,0.0,180.0,S,741.0,6.9,101432.17
2022-01-10 11:23:55,90.7,592.0,865.0, LED OFF ,0.0,0.0,0.0,180.0,S,741.0,6.9,101432.39
2022-01-10 11:24:01,90.7,586.0,865.0, LED OFF ,0.0,0.0,0.0,180.0,S,741.0,6.9,101432.5
2022-01-10 11:24:07,90.7,589.0,864.0, LED OFF ,0.0,0.0,0.0,180.0,S,741.0,6.9,101431.12
2022-01-10 11:24:13,90.6,589.0,865.0, LED OFF ,0.0,0.0,0.0,180.0,S,741.0,6.9,101430.14
2022-01-10 11:24:19,90.6,587.0,865.0, LED OFF ,0.0,0.0,0.0,225.0,SW,745.0,6.9,101429.32
2022-01-10 11:24:25,90.6,590.0,866.0, LED OFF ,0.0,0.0,0.0,225.0,SW,745.0,6.9,101430.37
2022-01-10 11:24:31,90.6,589.0,866.0, LED OFF ,0.0,0.0,0.0,225.0,SW,745.0,6.9,101430.7
2022-01-10 11:24:37,90.6,589.0,866.0, LED OFF ,0.0,0.0,0.0,225.0,SW,741.0,6.9,101431.13
2022-01-10 11:24:43,90.6,591.0,866.0, LED OFF ,0.0,0.0,0.0,225.0,SW,745.0,6.9,101430.74
2022-01-10 11:24:49,90.6,591.0,866.0, LED OFF ,0.0,0.0,0.0,225.0,SW,745.0,6.9,101431.39
2022-01-10 11:24:55,90.5,589.0,867.0, LED OFF ,2.0,40.0,2.3,135.0,SE,736.0,6.9,101431.46
2022-01-10 11:25:01,90.5,591.0,867.0, LED OFF ,1.0,20.0,1.15,135.0,SE,736.0,6.9,101431.95
2022-01-10 11:25:07,90.5,591.0,861.0, LED OFF ,2.0,39.0,2.24,135.0,SE,741.0,6.9,101431.35
2022-01-10 11:25:13,90.5,596.0,868.0, LED OFF ,2.0,39.0,2.24,180.0,S,736.0,6.9,101432.27
2022-01-10 11:25:19,90.5,595.0,868.0, LED OFF ,2.0,40.0,2.3,180.0,S,741.0,6.9,101432.01
2022-01-10 11:25:25,90.6,593.0,868.0, LED OFF ,3.0,60.0,3.45,0.0,N,718.0,6.9,101430.7
2022-01-10 11:25:31,90.6,595.0,869.0, LED OFF ,3.0,60.0,3.45,135.0,SE,718.0,6.9,101429.97
2022-01-10 11:25:37,90.3,597.0,869.0, LED OFF ,4.0,79.0,4.54,180.0,S,705.0,6.9,101428.78
2022-01-10 11:25:43,90.1,597.0,870.0, LED OFF ,2.0,39.0,2.24,135.0,SE,696.0,6.9,101427.62
2022-01-10 11:25:49,89.9,597.0,870.0, LED OFF ,2.0,40.0,2.3,135.0,SE,700.0,6.9,101427.58
2022-01-10 11:25:55,89.8,597.0,870.0, LED OFF ,3.0,60.0,3.45,135.0,SE,700.0,6.9,101426.66
2022-01-10 11:26:01,89.8,599.0,870.0, LED OFF ,4.0,80.0,4.6,135.0,SE,705.0,6.9,101427.64
2022-01-10 11:26:07,89.8,601.0,871.0, LED OFF ,1.0,20.0,1.15,315.0,NW,732.0,6.9,101429.55
2022-01-10 11:26:13,89.8,601.0,872.0, LED OFF ,1.0,20.0,1.15,315.0,NW,745.0,6.9,101430.48
2022-01-10 11:26:19,89.8,602.0,872.0, LED OFF ,0.0,0.0,0.0,315.0,NW,745.0,6.9,101430.82
2022-01-10 11:26:25,89.9,606.0,872.0, LED OFF ,0.0,0.0,0.0,292.5,WNW,750.0,6.9,101429.86
2022-01-10 11:26:31,89.8,607.0,872.0, LED OFF ,3.0,60.0,3.45,45.0,NE,727.0,6.9,101429.81
2022-01-10 11:26:37,89.9,609.0,873.0, LED OFF ,3.0,60.0,3.45,180.0,S,727.0,6.9,101429.81
2022-01-10 11:26:43,89.9,612.0,873.0, LED OFF ,3.0,60.0,3.45,180.0,S,709.0,6.9,101429.44
2022-01-10 11:26:49,89.7,613.0,874.0, LED OFF ,2.0,40.0,2.3,180.0,S,732.0,6.9,101429.93
2022-01-10 11:26:55,89.6,612.0,874.0, LED OFF ,1.0,19.0,1.09,180.0,S,741.0,6.9,101429.77
2022-01-10 11:27:01,89.6,611.0,874.0, LED OFF ,0.0,0.0,0.0,180.0,S,745.0,6.9,101430.69
2022-01-10 11:27:07,89.7,611.0,875.0, LED OFF ,0.0,0.0,0.0,180.0,S,750.0,6.9,101430.36
2022-01-10 11:27:13,89.7,612.0,875.0, LED OFF ,0.0,0.0,0.0,292.5,WNW,750.0,6.9,101430.31
2022-01-10 11:27:19,89.7,614.0,875.0, LED OFF ,1.0,20.0,1.15,225.0,SW,750.0,6.9,101430.41
2022-01-10 11:27:25,89.8,614.0,877.0, LED OFF ,1.0,19.0,1.09,225.0,SW,750.0,6.9,101431.07
2022-01-10 11:27:31,89.9,615.0,876.0, LED OFF ,1.0,20.0,1.15,225.0,SW,750.0,6.9,101430.8
2022-01-10 11:27:37,89.9,614.0,877.0, LED OFF ,1.0,20.0,1.15,225.0,SW,750.0,6.9,101430.41
2022-01-10 11:27:43,89.9,615.0,877.0, LED OFF ,0.0,0.0,0.0,225.0,SW,750.0,7.0,101430.91
2022-01-10 11:27:49,90.0,611.0,877.0, LED OFF ,0.0,0.0,0.0,292.5,WNW,745.0,6.9,101430.85
2022-01-10 11:27:55,90.1,613.0,877.0, LED OFF ,0.0,0.0,0.0,292.5,WNW,745.0,6.9,101431.34
2022-01-10 11:28:01,90.1,616.0,878.0, LED OFF ,0.0,0.0,0.0,292.5,WNW,745.0,6.9,101430.91
2022-01-10 11:28:07,90.1,614.0,878.0, LED OFF ,2.0,40.0,2.3,180.0,S,736.0,6.9,101430.41
2022-01-10 11:28:13,90.1,613.0,879.0, LED OFF ,2.0,40.0,2.3,180.0,S,741.0,6.9,101431.3
2022-01-10 11:28:19,90.1,619.0,879.0, LED OFF ,1.0,20.0,1.15,315.0,NW,745.0,6.9,101431.63
2022-01-10 11:28:25,90.1,618.0,879.0, LED OFF ,0.0,0.0,0.0,315.0,NW,745.0,6.9,101432.49
2022-01-10 11:28:31,90.1,619.0,880.0, LED OFF ,0.0,0.0,0.0,315.0,NW,750.0,6.9,101432.16
2022-01-10 11:28:37,90.1,616.0,880.0, LED OFF ,0.0,0.0,0.0,315.0,NW,750.0,6.9,101432.22
2022-01-10 11:28:43,90.1,617.0,880.0, LED OFF ,0.0,0.0,0.0,225.0,SW,750.0,6.9,101432.16
2022-01-10 11:28:49,90.1,615.0,880.0, LED OFF ,0.0,0.0,0.0,225.0,SW,745.0,6.9,101432.0
2022-01-10 11:28:55,90.1,614.0,881.0, LED OFF ,1.0,20.0,1.15,225.0,SW,745.0,6.9,101432.65
2022-01-10 11:29:01,90.1,616.0,881.0, LED OFF ,0.0,0.0,0.0,225.0,SW,745.0,6.9,101431.24
2022-01-10 11:29:07,90.1,611.0,875.0, LED OFF ,3.0,59.0,3.39,225.0,SW,732.0,6.9,101430.74
2022-01-10 11:29:13,90.3,616.0,881.0, LED OFF ,3.0,59.0,3.39,135.0,SE,736.0,6.9,101430.96
2022-01-10 11:29:19,90.1,615.0,882.0, LED OFF ,2.0,40.0,2.3,135.0,SE,732.0,7.0,101430.86
2022-01-10 11:29:25,90.1,617.0,882.0, LED OFF ,3.0,60.0,3.45,135.0,SE,736.0,6.9,101430.6
2022-01-10 11:29:31,90.1,620.0,882.0, LED OFF ,2.0,40.0,2.3,180.0,S,741.0,6.9,101431.25
2022-01-10 11:29:37,90.0,621.0,882.0, LED OFF ,1.0,20.0,1.15,180.0,S,745.0,6.9,101432.07
2022-01-10 11:29:43,90.0,623.0,882.0, LED OFF ,2.0,39.0,2.24,180.0,S,741.0,7.0,101432.89
2022-01-10 11:29:49,90.0,621.0,882.0, LED OFF ,1.0,20.0,1.15,180.0,S,745.0,6.9,101432.5
2022-01-10 11:29:55,90.0,622.0,883.0, LED OFF ,0.0,0.0,0.0,180.0,S,745.0,6.9,101432.27
2022-01-10 11:30:01,90.0,622.0,882.0, LED OFF ,0.0,0.0,0.0,180.0,S,750.0,6.9,101432.11
2022-01-10 11:30:07,90.1,622.0,883.0, LED OFF ,0.0,0.0,0.0,180.0,S,745.0,6.9,101433.03
2022-01-10 11:30:13,90.1,624.0,883.0, LED OFF ,2.0,40.0,2.3,180.0,S,736.0,6.9,101433.75
2022-01-10 11:30:19,90.1,624.0,883.0, LED OFF ,2.0,39.0,2.24,180.0,S,736.0,7.0,101433.98
2022-01-10 11:30:25,90.0,622.0,878.0, LED OFF ,5.0,99.0,5.69,180.0,S,736.0,7.0,101432.99
2022-01-10 11:30:31,90.0,624.0,884.0, LED OFF ,2.0,40.0,2.3,315.0,NW,745.0,6.9,101432.33
2022-01-10 11:30:37,90.0,607.0,884.0, LED OFF ,1.0,20.0,1.15,135.0,SE,745.0,6.9,101432.83
2022-01-10 11:30:43,89.9,605.0,884.0, LED OFF ,2.0,40.0,2.3,135.0,SE,736.0,6.9,101433.16
2022-01-10 11:30:49,89.9,605.0,884.0, LED OFF ,4.0,80.0,4.6,135.0,SE,732.0,6.9,101432.99
2022-01-10 11:30:55,89.8,609.0,883.0, LED OFF ,2.0,39.0,2.24,180.0,S,745.0,7.0,101431.94
2022-01-10 11:31:01,89.8,608.0,884.0, LED OFF ,2.0,40.0,2.3,180.0,S,732.0,7.0,101433.0
2022-01-10 11:31:07,89.8,606.0,884.0, LED OFF ,1.0,20.0,1.15,180.0,S,745.0,6.9,101433.91
2022-01-10 11:31:13,89.7,610.0,884.0, LED OFF ,2.0,40.0,2.3,180.0,S,741.0,6.9,101433.16
2022-01-10 11:31:19,89.7,609.0,884.0, LED OFF ,4.0,80.0,4.6,135.0,SE,741.0,6.9,101434.53
2022-01-10 11:31:26,89.7,609.0,884.0, LED OFF ,1.0,20.0,1.15,202.5,SSW,745.0,6.9,101434.53
2022-01-10 11:31:32,89.8,606.0,884.0, LED OFF ,0.0,0.0,0.0,292.5,WNW,750.0,6.9,101434.41
2022-01-10 11:31:38,89.8,612.0,883.0, LED OFF ,1.0,20.0,1.15,292.5,WNW,750.0,7.0,101434.32
2022-01-10 11:31:44,89.8,611.0,882.0, LED OFF ,0.0,0.0,0.0,315.0,NW,750.0,7.0,101432.94
2022-01-10 11:31:50,89.9,609.0,883.0, LED OFF ,2.0,40.0,2.3,180.0,S,741.0,7.0,101432.61
2022-01-10 11:31:56,90.0,606.0,884.0, LED OFF ,3.0,60.0,3.45,135.0,SE,718.0,7.0,101431.72
2022-01-10 11:32:02,90.0,608.0,882.0, LED OFF ,3.0,60.0,3.45,135.0,SE,718.0,7.0,101432.87
2022-01-10 11:32:08,89.9,607.0,885.0, LED OFF ,5.0,99.0,5.69,180.0,S,718.0,7.0,101433.66
2022-01-10 11:32:14,89.8,609.0,882.0, LED OFF ,4.0,79.0,4.54,180.0,S,718.0,7.0,101434.14
2022-01-10 11:32:20,89.6,605.0,885.0, LED OFF ,3.0,60.0,3.45,180.0,S,741.0,7.0,101433.33
2022-01-10 11:32:26,89.5,604.0,884.0, LED OFF ,1.0,20.0,1.15,180.0,S,750.0,6.9,101432.5
2022-01-10 11:32:32,89.5,606.0,883.0, LED OFF ,0.0,0.0,0.0,180.0,S,754.0,6.9,101432.54
2022-01-10 11:32:38,89.5,606.0,883.0, LED OFF ,0.0,0.0,0.0,180.0,S,754.0,6.9,101433.38
2022-01-10 11:32:44,89.6,607.0,883.0, LED OFF ,1.0,20.0,1.15,180.0,S,754.0,7.0,101433.14
2022-01-10 11:32:50,89.7,607.0,883.0, LED OFF ,1.0,20.0,1.15,180.0,S,754.0,7.0,101432.33
2022-01-10 11:32:56,89.8,607.0,883.0, LED OFF ,1.0,20.0,1.15,225.0,SW,754.0,7.0,101432.6
2022-01-10 11:33:02,89.9,608.0,882.0, LED OFF ,1.0,20.0,1.15,315.0,NW,754.0,6.9,101432.77
2022-01-10 11:33:08,89.9,606.0,882.0, LED OFF ,0.0,0.0,0.0,0.0,N,750.0,6.9,101432.92
2022-01-10 11:33:14,90.0,606.0,882.0, LED OFF ,1.0,19.0,1.09,0.0,N,750.0,7.0,101432.77
2022-01-10 11:33:20,90.0,606.0,882.0, LED OFF ,1.0,19.0,1.09,0.0,N,745.0,7.0,101433.1
2022-01-10 11:33:26,90.0,606.0,881.0, LED OFF ,3.0,60.0,3.45,0.0,N,736.0,6.9,101432.99
2022-01-10 11:33:32,89.9,609.0,881.0, LED OFF ,2.0,40.0,2.3,135.0,SE,745.0,7.0,101433.64
2022-01-10 11:33:38,89.7,609.0,881.0, LED OFF ,2.0,40.0,2.3,135.0,SE,745.0,7.0,101433.8
2022-01-10 11:33:44,89.7,608.0,880.0, LED OFF ,2.0,40.0,2.3,135.0,SE,750.0,7.0,101433.97
2022-01-10 11:33:50,89.7,609.0,880.0, LED OFF ,0.0,0.0,0.0,135.0,SE,750.0,7.0,101433.52
2022-01-10 11:33:56,89.8,609.0,880.0, LED OFF ,0.0,0.0,0.0,0.0,N,754.0,7.0,101432.6
2022-01-10 11:34:02,89.9,612.0,879.0, LED OFF ,0.0,0.0,0.0,225.0,SW,754.0,7.0,101432.87
2022-01-10 11:34:08,89.9,612.0,880.0, LED OFF ,0.0,0.0,0.0,180.0,S,750.0,7.0,101432.64
2022-01-10 11:34:14,90.0,612.0,879.0, LED OFF ,1.0,20.0,1.15,180.0,S,745.0,7.0,101431.89
2022-01-10 11:34:20,90.0,611.0,879.0, LED OFF ,1.0,20.0,1.15,180.0,S,745.0,7.0,101431.99
2022-01-10 11:34:26,90.0,610.0,878.0, LED OFF ,2.0,40.0,2.3,180.0,S,736.0,7.0,101432.27
2022-01-10 11:34:32,89.9,607.0,878.0, LED OFF ,1.0,19.0,1.09,180.0,S,741.0,7.0,101433.25
2022-01-10 11:34:38,89.9,608.0,878.0, LED OFF ,2.0,40.0,2.3,180.0,S,741.0,7.0,101432.43
2022-01-10 11:34:44,89.9,608.0,877.0, LED OFF ,4.0,80.0,4.6,180.0,S,723.0,7.0,101432.11
2022-01-10 11:34:50,89.9,615.0,876.0, LED OFF ,4.0,80.0,4.6,180.0,S,714.0,7.0,101431.77
2022-01-10 11:34:56,89.8,613.0,877.0, LED OFF ,2.0,40.0,2.3,180.0,S,736.0,7.0,101432.6
2022-01-10 11:35:02,89.6,614.0,876.0, LED OFF ,2.0,39.0,2.24,180.0,S,745.0,7.0,101432.33
2022-01-10 11:35:08,89.6,616.0,875.0, LED OFF ,1.0,19.0,1.09,180.0,S,750.0,7.0,101433.75
2022-01-10 11:35:14,89.6,614.0,875.0, LED OFF ,1.0,20.0,1.15,315.0,NW,754.0,7.0,101434.02
2022-01-10 11:35:20,89.7,612.0,874.0, LED OFF ,0.0,0.0,0.0,315.0,NW,750.0,7.0,101434.13
2022-01-10 11:35:26,89.8,610.0,874.0, LED OFF ,2.0,40.0,2.3,315.0,NW,736.0,7.0,101434.13
2022-01-10 11:35:32,89.8,608.0,873.0, LED OFF ,2.0,40.0,2.3,180.0,S,741.0,7.0,101434.85
2022-01-10 11:35:38,89.7,608.0,872.0, LED OFF ,2.0,39.0,2.24,180.0,S,741.0,7.0,101434.08
2022-01-10 11:35:44,89.8,606.0,872.0, LED OFF ,3.0,59.0,3.39,180.0,S,714.0,7.0,101433.91
2022-01-10 11:35:50,89.7,607.0,872.0, LED OFF ,4.0,80.0,4.6,135.0,SE,723.0,7.0,101434.24
2022-01-10 11:35:56,89.7,608.0,873.0, LED OFF ,2.0,40.0,2.3,180.0,S,741.0,7.0,101434.24
2022-01-10 11:36:02,89.7,611.0,871.0, LED OFF ,2.0,40.0,2.3,180.0,S,741.0,7.0,101434.07
2022-01-10 11:36:08,89.7,611.0,870.0, LED OFF ,2.0,40.0,2.3,180.0,S,741.0,7.0,101433.64
2022-01-10 11:36:14,89.8,611.0,870.0, LED OFF ,0.0,0.0,0.0,180.0,S,750.0,7.0,101433.74
2022-01-10 11:36:20,89.8,611.0,870.0, LED OFF ,0.0,0.0,0.0,292.5,WNW,754.0,7.0,101433.49
2022-01-10 11:36:26,89.8,614.0,869.0, LED OFF ,0.0,0.0,0.0,315.0,NW,759.0,7.0,101433.19
2022-01-10 11:36:32,89.8,615.0,869.0, LED OFF ,0.0,0.0,0.0,315.0,NW,754.0,7.0,101432.54
2022-01-10 11:36:38,89.9,616.0,869.0, LED OFF ,0.0,0.0,0.0,315.0,NW,750.0,7.0,101433.3
2022-01-10 11:36:44,90.0,614.0,868.0, LED OFF ,2.0,40.0,2.3,315.0,NW,745.0,7.0,101433.03
2022-01-10 11:36:50,89.9,605.0,868.0, LED OFF ,2.0,40.0,2.3,180.0,S,750.0,7.0,101432.97
2022-01-10 11:36:56,89.8,604.0,868.0, LED OFF ,2.0,39.0,2.24,180.0,S,750.0,7.0,101433.14
2022-01-10 11:37:02,89.8,604.0,868.0, LED OFF ,1.0,20.0,1.15,180.0,S,754.0,7.0,101432.91
2022-01-10 11:37:08,89.8,604.0,867.0, LED OFF ,2.0,40.0,2.3,180.0,S,750.0,7.0,101433.31
2022-01-10 11:37:14,89.8,607.0,868.0, LED OFF ,1.0,20.0,1.15,180.0,S,750.0,7.0,101432.0
2022-01-10 11:37:20,89.8,611.0,867.0, LED OFF ,0.0,0.0,0.0,180.0,S,754.0,7.0,101431.27
2022-01-10 11:37:26,89.8,610.0,867.0, LED OFF ,1.0,20.0,1.15,180.0,S,754.0,7.0,101431.71
2022-01-10 11:37:32,89.8,610.0,866.0, LED OFF ,0.0,0.0,0.0,180.0,S,754.0,7.0,101432.21
2022-01-10 11:37:38,89.9,610.0,867.0, LED OFF ,0.0,0.0,0.0,180.0,S,750.0,7.0,101431.64
2022-01-10 11:37:44,89.9,629.0,866.0, LED OFF ,2.0,40.0,2.3,180.0,S,736.0,7.0,101429.41
2022-01-10 11:37:50,89.8,611.0,866.0, LED OFF ,3.0,60.0,3.45,135.0,SE,732.0,7.0,101429.63
2022-01-10 11:37:56,89.7,611.0,865.0, LED OFF ,3.0,60.0,3.45,180.0,S,736.0,7.0,101428.71
2022-01-10 11:38:02,89.4,611.0,866.0, LED OFF ,3.0,60.0,3.45,180.0,S,736.0,7.0,101429.53
2022-01-10 11:38:08,89.4,613.0,865.0, LED OFF ,2.0,40.0,2.3,180.0,S,741.0,7.0,101430.61
2022-01-10 11:38:14,89.5,613.0,865.0, LED OFF ,2.0,40.0,2.3,180.0,S,750.0,7.0,101430.78
2022-01-10 11:38:20,89.5,613.0,866.0, LED OFF ,1.0,20.0,1.15,180.0,S,754.0,7.0,101431.21
2022-01-10 11:38:26,89.6,613.0,866.0, LED OFF ,0.0,0.0,0.0,180.0,S,754.0,7.0,101431.38
2022-01-10 11:38:32,89.6,609.0,866.0, LED OFF ,0.0,0.0,0.0,315.0,NW,754.0,7.0,101430.89
2022-01-10 11:38:38,89.8,611.0,866.0, LED OFF ,1.0,19.0,1.09,315.0,NW,754.0,7.0,101430.83
2022-01-10 11:38:44,89.9,610.0,866.0, LED OFF ,0.0,0.0,0.0,315.0,NW,754.0,7.0,101431.55
2022-01-10 11:38:50,89.8,611.0,865.0, LED OFF ,0.0,0.0,0.0,315.0,NW,754.0,7.0,101431.32
2022-01-10 11:38:57,89.8,608.0,865.0, LED OFF ,0.0,0.0,0.0,315.0,NW,754.0,7.0,101430.76
2022-01-10 11:39:03,89.7,611.0,866.0, LED OFF ,0.0,0.0,0.0,315.0,NW,750.0,7.0,101430.44
2022-01-10 11:39:09,89.8,609.0,866.0, LED OFF ,0.0,0.0,0.0,315.0,NW,750.0,7.0,101429.94
2022-01-10 11:39:15,89.8,609.0,866.0, LED OFF ,0.0,0.0,0.0,315.0,NW,750.0,7.1,101429.78
2022-01-10 11:39:21,89.8,610.0,867.0, LED OFF ,1.0,20.0,1.15,315.0,NW,750.0,7.0,101429.35
2022-01-10 11:39:27,89.9,610.0,865.0, LED OFF ,0.0,0.0,0.0,180.0,S,750.0,7.0,101429.12
2022-01-10 11:39:33,89.9,610.0,866.0, LED OFF ,1.0,20.0,1.15,292.5,WNW,750.0,7.0,101428.7
2022-01-10 11:39:39,89.9,612.0,866.0, LED OFF ,1.0,20.0,1.15,225.0,SW,750.0,7.0,101428.24
